ID,Order_Date,Customer_Name,Email_Address,Phone_Number,Country,City,Category,Item_Name,Qty,Price_Per_Unit,Discount_Percentage,Tax_Amount,Shipping_Fee,Total_Price,Payment_Type,Status,Age,Gender,Source,Loyalty,Address,Comments
TRX-1783,Invalid_Date,Unknown User,missing_at_sign.com,N/A,United Kingdom,bErLiN,Electronics,Product-41,two,$167.55,5%,8%,6.015722236647321,,wire,Delivrd,-5,F,Referral,N,"52 Main St, bErLiN",
TRX-1678,Invalid_Date,Chris-O'Brian,  space@web.de,N/A,U.K.,bErLiN,Furniture,Product-41,5,0.00,10,TBD,21.48613174928351,,wire,Delivrd,-5,Female,Social,No,"983 Main St, bErLiN",
TRX-1644,2023-07-16,ALEX WONG,duplicate@company.com,801-734-9698,Canada,london,Office Supplies,Product-44,-1,165.14842907446828,5%,TBD,16.808210655083457,,Cash,Shipped,52,Unk,Referral,0,"640 Main St, london",
TRX-1657,12-19-23,John Doe,user123@yahoo,186-699-2995,France,Toronto,Food,Product-13,-1,0.00,0.15,TBD,9.086419722227472,,Cash,SHIPPED,42,M,Referral,1,"707 Main St, Toronto",
TRX-1775,20/02/2023,B.J. Miller,  space@web.de,(734) 3053680,Canada,  Paris  ,Clothing,Product-33,,0.00,5%,0.08,19.34838371649202,,Cash,Shipped,36,Male,Google,1,"957 Main St,   Paris  ",
TRX-1779,Invalid_Date,Unknown User,user123@yahoo,343-342-4380,Canada,Toronto,Furniture,Product-38,1,0.00,None,TBD,14.826613644958758,,Credit Card,Delivrd,0,M,??,Y,"997 Main St, Toronto",
TRX-1088,2023-04-11,B.J. Miller,missing_at_sign.com,N/A,USA,london,Clothing,Product-40,3,0.00,5%,TBD,8.928264615152003,,Paypal,Delivrd,-5,F,Google,No,"56 Main St, london",
TRX-1508,16/09/2023,Null,  space@web.de,167-960-7708,France,  Paris  ,Food,Product-7,two,0.00,5%,TBD,8.31837165189027,,Paypal,Shipped,-5,M,Ads,Yes,"553 Main St,   Paris  ",
TRX-1730,10/11/2023,Null,missing_at_sign.com,512-346-2307,united states,NEW YORK,Clothing,Product-14,,$404.99,10,0.08,21.862467290874534,,Credit Card,Pending,-5,NB,Google,No,"847 Main St, NEW YORK",
TRX-1707,20/09/2023,  mary smith,user123@yahoo,N/A,united states,london,Electronics,Product-48,-1,$263.27,5%,TBD,10.485352419811925,,Paypal,Pending,0,Unk,Referral,Y,"449 Main St, london",
TRX-1851,Invalid_Date,B.J. Miller,duplicate@company.com,169-805-5169,U.K.,NEW YORK,Furniture,Product-5,5,0.00,5%,8%,22.04492960326694,,Credit Card,Shipped,-5,Male,Social,Y,"973 Main St, NEW YORK",
TRX-1515,2023-04-06,John Doe,duplicate@company.com,(809) 3132297,UK,  Paris  ,Electronics,Product-25,,$160.56,0.15,8%,17.49221535804867,,Paypal,Delivrd,-5,NB,??,No,"824 Main St,   Paris  ",
TRX-1971,04/04/2023,  mary smith,user123@yahoo,N/A,Gerrmany,bErLiN,Clothing,Product-14,5,389.3470003643174,5%,8%,8.843002738078043,,cc,  Cancelled  ,52,Unk,Ads,Yes,"383 Main St, bErLiN",
TRX-1383,01-25-24,  mary smith,missing_at_sign.com,N/A,Canda,NEW YORK,Furniture,Product-1,-1,$54.94,None,8%,7.071880057884923,,Paypal,Shipped,99+,Female,Google,Yes,"605 Main St, NEW YORK",
TRX-1686,2023-12-24,B.J. Miller,test@gmail.com,(842) 7541109,UK,Toronto,Office Supplies,Product-31,,$22.37,5%,0.08,20.97913223994621,,wire,shipped,0,NB,Ads,Y,"372 Main St, Toronto",
TRX-1452,2023-06-09,Chris-O'Brian,missing_at_sign.com,(185) 9238197,U.S.A,  Paris  ,Clothing,Product-27,,$291.87,10,8%,19.266711959510072,,Cash,  Cancelled  ,99+,M,??,0,"104 Main St,   Paris  ",
TRX-1333,Invalid_Date,John Doe,duplicate@company.com,(497) 4392436,United Kingdom,NEW YORK,Office Supplies,Product-10,5,$19.55,None,8%,7.228541643275279,,cc,shipped,-5,F,??,Yes,"52 Main St, NEW YORK",
TRX-1069,Invalid_Date,  mary smith,user123@yahoo,811-740-3994,U.K.,london,Clothing,Product-36,,0.00,0.15,0.08,22.593945388058266,,Paypal,  Cancelled  ,99+,M,Referral,1,"457 Main St, london",
TRX-1796,2023-04-01,Chris-O'Brian,duplicate@company.com,(356) 1624975,United Kingdom,  Paris  ,Furniture,Product-6,10,0.00,None,TBD,13.95990441745811,,Paypal,SHIPPED,-5,Unk,Referral,Y,"702 Main St,   Paris  ",
TRX-1563,Invalid_Date,John Doe,test@gmail.com,N/A,Canda,NEW YORK,Office Supplies,Product-47,two,$243.05,5%,8%,19.4059177221571,,Paypal,Pending,67,NB,??,N,"280 Main St, NEW YORK",
TRX-1225,10/06/2023,Unknown User,duplicate@company.com,(652) 8867577,Canada,Toronto,Electronics,Product-11,two,0.00,5%,8%,12.404774311291536,,Credit Card,  Cancelled  ,99+,Unk,Referral,0,"58 Main St, Toronto",
TRX-1824,16/08/2023,B.J. Miller,  space@web.de,(761) 3539194,united states,  Paris  ,Clothing,Product-30,,383.97573579938677,0.15,0.08,12.293359490263335,,Cash,Shipped,99+,F,??,No,"916 Main St,   Paris  ",
TRX-1912,02/07/2023,B.J. Miller,missing_at_sign.com,(440) 8450994,Canda,Toronto,Office Supplies,Product-8,5,$420.71,None,0.08,21.795160669183534,,cc,SHIPPED,33,Unk,Social,Yes,"494 Main St, Toronto",
TRX-1817,01-04-24,  mary smith,duplicate@company.com,308-643-8514,Canda,  Paris  ,Office Supplies,Product-46,5,$182.47,None,8%,8.899348163391032,,cc,SHIPPED,99+,F,Ads,1,"604 Main St,   Paris  ",
TRX-1012,Invalid_Date,John Doe,test@gmail.com,N/A,U.S.A,bErLiN,Food,Product-34,5,0.00,None,0.08,8.818937134306495,,cc,Pending,62,F,??,Y,"57 Main St, bErLiN",
TRX-1828,04-22-23,Unknown User,test@gmail.com,(575) 1109326,France,NEW YORK,Office Supplies,Product-13,,$329.41,10,0.08,7.037260765878333,,cc,Shipped,-5,F,Ads,No,"313 Main St, NEW YORK",
TRX-1279,01-14-23,Unknown User,duplicate@company.com,878-865-5003,United Kingdom,london,Food,Product-44,-1,332.56676958934884,5%,0.08,21.653022006602814,,wire,shipped,0,NB,??,Yes,"290 Main St, london",
TRX-1977,2023-09-22,ALEX WONG,duplicate@company.com,(450) 7887636,UK,Toronto,Clothing,Product-9,-1,$107.47,0.15,0.08,14.264187371455959,,cc,  Cancelled  ,48,Male,Ads,1,"935 Main St, Toronto",
TRX-1641,01-23-23,Null,duplicate@company.com,N/A,UK,Toronto,Food,Product-14,-1,$249.41,5%,0.08,20.59594518667472,,Credit Card,Shipped,33,F,Referral,N,"882 Main St, Toronto",
TRX-1011,2023-05-19,Chris-O'Brian,test@gmail.com,(121) 6565582,France,Toronto,Furniture,Product-7,,0.00,5%,8%,24.025500032627278,,Paypal,shipped,0,Female,??,Y,"74 Main St, Toronto",
TRX-1577,05/01/2023,  mary smith,user123@yahoo,N/A,Canada,bErLiN,Electronics,Product-36,-1,$433.94,None,8%,18.820741884949886,,wire,SHIPPED,99+,Male,Google,N,"571 Main St, bErLiN",
TRX-1348,01-15-24,ALEX WONG,user123@yahoo,N/A,USA,  Paris  ,Furniture,Product-47,5,154.0121727696009,10,TBD,21.506332875440886,,Paypal,Shipped,61,M,Referral,0,"638 Main St,   Paris  ",
TRX-1597,04-29-23,ALEX WONG,  space@web.de,(703) 1442717,united states,Toronto,Food,Product-20,5,$368.75,None,TBD,16.476647495226032,,wire,Shipped,46,Unk,Ads,N,"101 Main St, Toronto",
TRX-1324,06/04/2023,B.J. Miller,user123@yahoo,(848) 3338462,United Kingdom,bErLiN,Food,Product-8,8,0.00,10,0.08,15.510528997140574,,Cash,  Cancelled  ,24,Male,Ads,Y,"660 Main St, bErLiN",
TRX-1328,07/01/2023,ALEX WONG,  space@web.de,758-648-4467,U.S.A,NEW YORK,Furniture,Product-42,-1,203.51891186022166,None,0.08,5.462356665799735,,cc,Pending,-5,NB,??,Y,"226 Main St, NEW YORK",
TRX-1084,24/06/2023,  mary smith,duplicate@company.com,N/A,Canda,  Paris  ,Food,Product-23,6,$208.86,5%,8%,18.08405324012303,,Credit Card,Shipped,-5,Male,Ads,No,"161 Main St,   Paris  ",
TRX-1051,05/06/2023,Unknown User,test@gmail.com,(251) 5672877,USA,  Paris  ,Furniture,Product-34,,$491.02,10,0.08,14.65137200620832,,cc,SHIPPED,99+,F,Google,Yes,"541 Main St,   Paris  ",
TRX-1324,Invalid_Date,ALEX WONG,user123@yahoo,N/A,UK,  Paris  ,Food,Product-20,4,0.00,10,8%,16.281605584826448,,Cash,Delivrd,99+,Unk,Social,N,"117 Main St,   Paris  ",
TRX-1659,Invalid_Date,Chris-O'Brian,  space@web.de,(858) 3885556,France,bErLiN,Food,Product-40,two,95.40323450741468,5%,0.08,10.303106924989107,,Cash,  Cancelled  ,57,M,Referral,Y,"63 Main St, bErLiN",
TRX-1097,Invalid_Date,ALEX WONG,missing_at_sign.com,N/A,U.S.A,Toronto,Office Supplies,Product-8,-1,0.00,5%,TBD,24.801096112883492,,Cash,  Cancelled  ,18,F,Google,Yes,"216 Main St, Toronto",
TRX-1579,2023-01-11,Null,duplicate@company.com,(787) 6152971,Canada,  Paris  ,Office Supplies,Product-22,two,0.00,None,8%,8.943424046431314,,Cash,shipped,99+,M,Social,Yes,"569 Main St,   Paris  ",
TRX-1806,01-09-23,Chris-O'Brian,user123@yahoo,(117) 5781524,united states,NEW YORK,Office Supplies,Product-32,,$159.39,None,0.08,9.61251538831262,,cc,shipped,-5,Female,??,No,"644 Main St, NEW YORK",
TRX-1358,07/03/2023,Chris-O'Brian,test@gmail.com,451-884-5614,united states,bErLiN,Office Supplies,Product-23,-1,0.00,10,0.08,5.624690567788544,,cc,Delivrd,34,F,??,Yes,"920 Main St, bErLiN",
TRX-1482,11-24-23,Unknown User,missing_at_sign.com,N/A,USA,london,Furniture,Product-12,5,0.00,5%,TBD,9.5946134859478,,Paypal,  Cancelled  ,-5,M,Ads,0,"755 Main St, london",
TRX-1444,2023-01-16,Null,missing_at_sign.com,242-162-7938,Gerrmany,  Paris  ,Electronics,Product-2,,348.7319623893567,0.15,0.08,8.762558086776922,,Paypal,shipped,-5,F,Referral,N,"211 Main St,   Paris  ",
TRX-1946,07-26-23,  mary smith,test@gmail.com,552-659-6482,united states,bErLiN,Electronics,Product-47,5,0.00,None,8%,19.759861262435045,,wire,Shipped,-5,NB,Google,1,"85 Main St, bErLiN",
TRX-1535,2023-01-28,B.J. Miller,missing_at_sign.com,(831) 8540786,United Kingdom,Toronto,Electronics,Product-2,5,$459.25,10,0.08,20.462017977257737,,wire,Pending,36,M,Referral,1,"129 Main St, Toronto",
TRX-1502,2023-08-30,  mary smith,duplicate@company.com,N/A,Canada,  Paris  ,Office Supplies,Product-2,-1,230.72867227299017,0.15,8%,16.797651745459547,,Paypal,Shipped,56,M,Google,Yes,"556 Main St,   Paris  ",
TRX-1357,06-30-23,John Doe,missing_at_sign.com,(393) 9657313,USA,london,Office Supplies,Product-6,8,141.1707682680146,5%,0.08,17.249813256052278,,Paypal,shipped,0,F,Ads,N,"255 Main St, london",
TRX-1406,16/03/2023,John Doe,missing_at_sign.com,N/A,Canda,london,Food,Product-27,5,271.23568379353804,None,8%,24.02345548619024,,Credit Card,  Cancelled  ,99+,Male,Ads,1,"367 Main St, london",
TRX-1950,19/07/2023,Chris-O'Brian,missing_at_sign.com,795-650-9060,UK,london,Clothing,Product-38,,432.5033733877863,10,0.08,20.09879943242637,,wire,shipped,99+,Male,Social,Y,"575 Main St, london",
TRX-1215,01-04-23,John Doe,test@gmail.com,N/A,Canada,NEW YORK,Electronics,Product-39,-1,0.00,0.15,0.08,11.339270568193058,,Cash,Pending,65,Female,Ads,Y,"347 Main St, NEW YORK",
TRX-1713,Invalid_Date,Unknown User,test@gmail.com,123-575-2712,Canada,  Paris  ,Clothing,Product-3,-1,$158.64,5%,0.08,22.726186426301247,,cc,shipped,99+,M,Referral,N,"367 Main St,   Paris  ",
TRX-1499,Invalid_Date,B.J. Miller,  space@web.de,(807) 4466850,United Kingdom,  Paris  ,Clothing,Product-30,-1,0.00,0.15,0.08,18.463245071140268,,Cash,  Cancelled  ,-5,M,Ads,Yes,"860 Main St,   Paris  ",
TRX-1267,Invalid_Date,B.J. Miller,  space@web.de,N/A,U.K.,NEW YORK,Food,Product-42,5,0.00,5%,8%,11.93880850975,,cc,Pending,99+,NB,Ads,N,"685 Main St, NEW YORK",
TRX-1568,05/03/2023,B.J. Miller,user123@yahoo,(111) 5466716,Canda,Toronto,Office Supplies,Product-15,,0.00,5%,8%,17.505803994697292,,Cash,  Cancelled  ,99+,Unk,Referral,No,"867 Main St, Toronto",
TRX-1692,02-25-23,John Doe,user123@yahoo,N/A,U.K.,NEW YORK,Clothing,Product-5,3,0.00,5%,0.08,14.873670630025948,,Cash,shipped,-5,NB,Social,No,"693 Main St, NEW YORK",
TRX-1241,08-21-23,B.J. Miller,  space@web.de,N/A,UK,bErLiN,Food,Product-50,,0.00,5%,8%,21.564050326068475,,cc,shipped,99+,Male,Google,0,"917 Main St, bErLiN",
TRX-1490,Invalid_Date,B.J. Miller,duplicate@company.com,(728) 9920584,Canada,  Paris  ,Clothing,Product-13,,$107.72,5%,0.08,21.454459671565957,,cc,Pending,43,F,Google,Yes,"481 Main St,   Paris  ",
TRX-1454,23/08/2023,Null,missing_at_sign.com,(370) 2328418,UK,NEW YORK,Furniture,Product-31,-1,0.00,5%,8%,14.151496850490421,,Paypal,Shipped,99+,Male,Ads,Y,"74 Main St, NEW YORK",
TRX-1158,Invalid_Date,Unknown User,duplicate@company.com,448-419-7557,UK,Toronto,Clothing,Product-44,-1,$31.23,5%,TBD,14.17674929388179,,Paypal,SHIPPED,24,Female,Ads,1,"429 Main St, Toronto",
TRX-1075,2023-01-19,John Doe,duplicate@company.com,(480) 4253327,united states,Toronto,Office Supplies,Product-2,two,0.00,0.15,8%,20.727073484333843,,cc,Shipped,-5,F,??,Y,"831 Main St, Toronto",
TRX-1108,11-03-23,ALEX WONG,  space@web.de,(840) 7034920,France,london,Furniture,Product-11,,168.05783223828394,None,8%,15.57734170646577,,Paypal,shipped,-5,F,Social,Yes,"623 Main St, london",
TRX-1355,Invalid_Date,Unknown User,duplicate@company.com,(656) 4012414,Gerrmany,Toronto,Office Supplies,Product-50,two,0.00,0.15,TBD,14.08614154188372,,Paypal,Pending,0,Female,??,1,"828 Main St, Toronto",
TRX-1033,01-10-24,Null,duplicate@company.com,774-517-8151,Canada,london,Clothing,Product-34,,195.5194540092868,5%,8%,6.028623332051706,,Credit Card,Delivrd,0,F,Referral,Y,"127 Main St, london",
TRX-1758,03/01/2023,  mary smith,test@gmail.com,N/A,Canda,bErLiN,Office Supplies,Product-2,5,$179.74,0.15,8%,24.067666071659147,,wire,shipped,-5,M,Referral,0,"712 Main St, bErLiN",
TRX-1466,Invalid_Date,  mary smith,missing_at_sign.com,N/A,France,london,Food,Product-7,,$476.63,None,0.08,19.06023354233573,,Cash,Delivrd,99+,Unk,Ads,No,"142 Main St, london",
TRX-1753,Invalid_Date,B.J. Miller,user123@yahoo,N/A,USA,NEW YORK,Office Supplies,Product-47,5,$68.47,5%,TBD,7.834384422195764,,Cash,shipped,29,Female,Ads,Yes,"501 Main St, NEW YORK",
TRX-1302,2023-12-09,Chris-O'Brian,duplicate@company.com,N/A,Canda,london,Furniture,Product-18,,$358.82,None,0.08,13.730908123471067,,Paypal,shipped,99+,Female,Referral,No,"264 Main St, london",
TRX-1155,Invalid_Date,B.J. Miller,user123@yahoo,N/A,Canada,Toronto,Furniture,Product-14,,$51.22,5%,8%,21.48314419724171,,Cash,Shipped,-5,M,??,0,"201 Main St, Toronto",
TRX-1073,2023-05-27,B.J. Miller,user123@yahoo,806-984-5078,United Kingdom,bErLiN,Furniture,Product-13,9,0.00,None,TBD,18.07464046762471,,wire,Pending,40,Unk,Social,No,"247 Main St, bErLiN",
TRX-1791,09-29-23,Chris-O'Brian,duplicate@company.com,(121) 7418118,U.S.A,london,Furniture,Product-9,-1,$410.58,5%,8%,7.092094457122968,,cc,Pending,0,F,??,Yes,"720 Main St, london",
TRX-1085,18/06/2023,  mary smith,duplicate@company.com,N/A,united states,Toronto,Clothing,Product-3,10,$67.88,None,TBD,20.725780655931825,,wire,shipped,-5,Male,Social,1,"890 Main St, Toronto",
TRX-1827,01/02/2023,Unknown User,test@gmail.com,N/A,United Kingdom,  Paris  ,Food,Product-36,-1,23.49226771389583,0.15,8%,7.894700186284296,,Cash,SHIPPED,99+,Female,Referral,No,"217 Main St,   Paris  ",
TRX-1311,Invalid_Date,Chris-O'Brian,duplicate@company.com,(252) 9076624,United Kingdom,bErLiN,Food,Product-25,,356.68103655506735,10,TBD,10.991139657313376,,Paypal,Shipped,52,Unk,??,1,"696 Main St, bErLiN",
TRX-1903,2023-04-15,B.J. Miller,duplicate@company.com,N/A,France,  Paris  ,Furniture,Product-46,5,461.6515355133179,0.15,0.08,15.050522986498587,,Cash,shipped,99+,Female,Referral,Y,"985 Main St,   Paris  ",
TRX-1397,30/06/2023,Chris-O'Brian,duplicate@company.com,107-483-4978,Canada,NEW YORK,Electronics,Product-2,-1,0.00,None,8%,5.043347469063162,,Credit Card,Shipped,0,M,Google,1,"824 Main St, NEW YORK",
TRX-1815,Invalid_Date,  mary smith,  space@web.de,377-992-7856,Canada,Toronto,Clothing,Product-9,two,0.00,None,0.08,6.56607797283306,,Cash,Delivrd,99+,NB,Referral,Y,"190 Main St, Toronto",
TRX-1257,08-26-23,  mary smith,missing_at_sign.com,N/A,Canda,  Paris  ,Food,Product-21,,217.4516000138354,0.15,8%,23.246299586305145,,Credit Card,Pending,99+,F,??,0,"568 Main St,   Paris  ",
TRX-1523,10-29-23,Null,duplicate@company.com,686-595-5963,Canada,london,Clothing,Product-9,,$77.39,10,8%,6.948136584760651,,Paypal,Delivrd,73,Unk,Ads,Y,"153 Main St, london",
TRX-1040,06/01/2023,Unknown User,duplicate@company.com,(738) 1508563,united states,Toronto,Office Supplies,Product-45,9,276.2465076512409,10,0.08,12.542943581213965,,Credit Card,  Cancelled  ,-5,Unk,??,0,"338 Main St, Toronto",
TRX-1665,Invalid_Date,John Doe,  space@web.de,168-355-2929,Canda,bErLiN,Office Supplies,Product-43,,317.1341071451424,10,0.08,13.447403302373766,,Cash,  Cancelled  ,-5,Male,Ads,No,"901 Main St, bErLiN",
TRX-1242,04-27-23,ALEX WONG,missing_at_sign.com,(571) 6317124,France,  Paris  ,Food,Product-5,-1,154.32890431514957,None,TBD,17.6893630729772,,cc,shipped,42,Male,Social,Yes,"704 Main St,   Paris  ",
TRX-1680,25/11/2023,John Doe,user123@yahoo,(212) 7324817,USA,  Paris  ,Office Supplies,Product-7,-1,$419.21,0.15,8%,13.636803785250171,,Cash,Pending,0,M,Referral,Y,"762 Main St,   Paris  ",
TRX-1907,Invalid_Date,ALEX WONG,test@gmail.com,(664) 5829757,U.K.,NEW YORK,Furniture,Product-33,-1,78.6615985990376,10,TBD,17.421290210524575,,Credit Card,Shipped,-5,Female,Social,1,"488 Main St, NEW YORK",
,03-25-23,Chris-O'Brian,duplicate@company.com,(915) 6396305,UK,bErLiN,Clothing,Product-40,5,0.00,10,8%,10.11285027371798,,wire,shipped,99+,NB,??,Yes,"515 Main St, bErLiN",Call before delivery
TRX-1500,Invalid_Date,Chris-O'Brian,missing_at_sign.com,(884) 6780160,Gerrmany,bErLiN,Furniture,Product-49,5,401.37059035546906,5%,0.08,7.724261780050677,,Cash,Delivrd,-5,Male,Google,No,"96 Main St, bErLiN",
TRX-1331,01-17-24,B.J. Miller,user123@yahoo,533-610-7918,Canada,NEW YORK,Food,Product-10,two,299.15015723592694,0.15,TBD,24.011508402706443,,Cash,shipped,0,Male,Referral,N,"614 Main St, NEW YORK",
TRX-1601,Invalid_Date,ALEX WONG,test@gmail.com,N/A,United Kingdom,london,Food,Product-49,,$287.39,5%,0.08,23.8354772734159,,Cash,Shipped,-5,Female,Google,1,"265 Main St, london",
TRX-1949,11-19-23,ALEX WONG,duplicate@company.com,472-813-7432,France,Toronto,Food,Product-20,,$147.93,0.15,0.08,21.449551288613375,,cc,shipped,99+,NB,Ads,No,"139 Main St, Toronto",
TRX-1473,Invalid_Date,  mary smith,test@gmail.com,N/A,Canada,  Paris  ,Clothing,Product-44,5,55.20812373758294,5%,0.08,24.624385656594864,,cc,  Cancelled  ,99+,Unk,??,Y,"354 Main St,   Paris  ",
TRX-1658,25/03/2023,B.J. Miller,duplicate@company.com,(920) 1180779,U.K.,  Paris  ,Food,Product-4,-1,0.00,0.15,8%,21.052324133901802,,Credit Card,Delivrd,-5,Unk,Ads,Yes,"836 Main St,   Paris  ",
TRX-1353,Invalid_Date,Null,user123@yahoo,(149) 8590969,united states,bErLiN,Furniture,Product-29,5,$375.81,0.15,8%,7.454973313157202,,wire,Pending,-5,F,Social,Y,"48 Main St, bErLiN",
TRX-1450,09-10-23,Chris-O'Brian,duplicate@company.com,839-872-2202,USA,  Paris  ,Furniture,Product-11,9,$76.15,5%,0.08,20.115500608657527,,cc,Delivrd,99+,Unk,Referral,1,"619 Main St,   Paris  ",
TRX-1999,11-25-23,  mary smith,  space@web.de,657-797-8707,Canda,  Paris  ,Office Supplies,Product-6,5,$349.85,None,TBD,5.160938177688799,,wire,Delivrd,99+,M,Referral,Y,"452 Main St,   Paris  ",
TRX-1048,07-11-23,Chris-O'Brian,duplicate@company.com,982-577-6543,Canda,london,Furniture,Product-35,two,0.00,10,8%,7.77111453452259,,wire,Shipped,-5,M,Google,1,"192 Main St, london",
TRX-1146,2023-10-07,Chris-O'Brian,missing_at_sign.com,(363) 9052944,U.K.,bErLiN,Furniture,Product-14,-1,0.00,None,0.08,10.478090879493545,,Credit Card,Delivrd,-5,Female,??,Yes,"215 Main St, bErLiN",
TRX-1515,12/12/2023,Unknown User,user123@yahoo,N/A,Canada,Toronto,Food,Product-43,-1,$164.55,10,0.08,12.556440290703081,,Paypal,  Cancelled  ,99+,NB,Ads,No,"458 Main St, Toronto",
TRX-1009,Invalid_Date,B.J. Miller,  space@web.de,597-341-1543,France,bErLiN,Clothing,Product-4,-1,78.57672001425885,5%,TBD,6.06890957357429,,cc,Pending,99+,Female,Ads,No,"762 Main St, bErLiN",
TRX-1019,02-14-23,Unknown User,missing_at_sign.com,N/A,France,NEW YORK,Furniture,Product-41,,0.00,0.15,8%,7.078091452063051,,wire,SHIPPED,64,Unk,??,Y,"835 Main St, NEW YORK",
TRX-1587,Invalid_Date,Null,missing_at_sign.com,N/A,Gerrmany,NEW YORK,Furniture,Product-1,5,0.00,10,8%,18.34378848998925,,wire,Shipped,-5,M,Ads,Y,"947 Main St, NEW YORK",
TRX-1626,2023-03-21,John Doe,duplicate@company.com,(861) 4882411,France,Toronto,Furniture,Product-1,,$36.44,0.15,8%,15.393859453163737,,Credit Card,Pending,0,NB,Social,Y,"429 Main St, Toronto",
TRX-1198,04-04-23,Unknown User,missing_at_sign.com,395-861-1113,Canada,NEW YORK,Food,Product-21,,0.00,5%,TBD,15.411716993246031,,cc,Delivrd,28,Female,Referral,No,"649 Main St, NEW YORK",
TRX-1867,Invalid_Date,  mary smith,user123@yahoo,N/A,Canada,Toronto,Electronics,Product-35,two,$214.29,10,0.08,10.952622777699476,,Credit Card,Delivrd,-5,Unk,Referral,N,"869 Main St, Toronto",
TRX-1669,2023-05-10,John Doe,test@gmail.com,(575) 8155908,France,bErLiN,Clothing,Product-13,,$194.12,10,0.08,23.05374740582642,,Credit Card,  Cancelled  ,-5,Female,Social,0,"159 Main St, bErLiN",
TRX-1899,01-15-23,B.J. Miller,user123@yahoo,288-802-5879,Gerrmany,NEW YORK,Furniture,Product-41,,404.995013163482,10,0.08,7.064947643900306,,cc,Delivrd,0,Unk,??,No,"389 Main St, NEW YORK",
TRX-1061,Invalid_Date,Null,test@gmail.com,(422) 1922453,France,Toronto,Clothing,Product-50,5,$408.44,0.15,0.08,14.876493728740563,,cc,  Cancelled  ,99+,M,Google,N,"208 Main St, Toronto",
TRX-1706,Invalid_Date,Chris-O'Brian,missing_at_sign.com,(347) 4554194,U.S.A,bErLiN,Office Supplies,Product-7,two,0.00,0.15,0.08,14.14561169775487,,Cash,shipped,-5,NB,Google,0,"743 Main St, bErLiN",
TRX-1516,2023-05-11,Null,missing_at_sign.com,N/A,USA,london,Food,Product-49,8,301.1811434612371,5%,TBD,13.516679922079684,,Cash,Shipped,-5,Male,Google,1,"127 Main St, london",
TRX-1269,2023-08-04,ALEX WONG,duplicate@company.com,(700) 4727906,United Kingdom,london,Furniture,Product-34,5,0.00,5%,8%,9.249708170056987,,cc,Pending,27,NB,Referral,N,"931 Main St, london",
TRX-1250,Invalid_Date,B.J. Miller,duplicate@company.com,(483) 4519959,Canada,Toronto,Electronics,Product-16,5,0.00,5%,0.08,9.634374520070013,,wire,shipped,-5,Unk,Social,Yes,"352 Main St, Toronto",
TRX-1911,2023-04-23,Chris-O'Brian,user123@yahoo,317-945-7157,UK,Toronto,Food,Product-8,6,0.00,10,0.08,6.048833912735551,,Paypal,Delivrd,99+,Male,??,1,"66 Main St, Toronto",
TRX-1242,2023-07-12,ALEX WONG,user123@yahoo,N/A,Canada,Toronto,Furniture,Product-37,5,$272.70,0.15,0.08,24.74924378200267,,cc,Delivrd,99+,Female,Referral,Y,"608 Main St, Toronto",
TRX-1310,20/08/2023,Unknown User,user123@yahoo,(185) 3530580,Canada,Toronto,Clothing,Product-40,-1,$419.11,10,0.08,7.397976365428677,,Credit Card,  Cancelled  ,0,M,Referral,Yes,"566 Main St, Toronto",
TRX-1466,Invalid_Date,ALEX WONG,test@gmail.com,640-925-2799,Canda,Toronto,Electronics,Product-14,5,$151.05,0.15,TBD,22.694628428692415,,cc,shipped,0,Male,Social,Y,"167 Main St, Toronto",
TRX-1650,Invalid_Date,  mary smith,missing_at_sign.com,N/A,Gerrmany,Toronto,Office Supplies,Product-45,3,0.00,10,TBD,8.358380377124677,,Cash,  Cancelled  ,99+,Male,??,0,"897 Main St, Toronto",
TRX-1690,Invalid_Date,Chris-O'Brian,  space@web.de,782-429-1136,U.S.A,NEW YORK,Food,Product-23,,$468.00,5%,0.08,24.507134245927375,,Credit Card,shipped,0,Male,??,Yes,"821 Main St, NEW YORK",
TRX-1870,2023-10-06,Null,test@gmail.com,N/A,Canda,Toronto,Furniture,Product-41,5,0.00,None,TBD,19.40817651997141,,Paypal,  Cancelled  ,20,Unk,Referral,No,"738 Main St, Toronto",
TRX-1623,05/11/2023,B.J. Miller,duplicate@company.com,241-897-4994,France,bErLiN,Food,Product-43,-1,0.00,5%,0.08,8.958738248024655,,Credit Card,Delivrd,60,Female,Social,Yes,"430 Main St, bErLiN",
TRX-1556,2023-01-22,ALEX WONG,  space@web.de,(303) 6544234,USA,NEW YORK,Office Supplies,Product-14,,$230.48,10,8%,6.052233377139872,,cc,SHIPPED,0,M,Google,0,"557 Main St, NEW YORK",
TRX-1461,2023-09-28,John Doe,missing_at_sign.com,291-703-5317,U.K.,  Paris  ,Clothing,Product-13,two,$308.49,10,TBD,20.658545953596256,,Paypal,Delivrd,99+,M,Ads,Y,"528 Main St,   Paris  ",
TRX-1673,22/11/2023,  mary smith,test@gmail.com,323-509-2196,Canda,Toronto,Office Supplies,Product-1,-1,139.18601495080037,10,8%,17.101634090078417,,wire,Shipped,25,Unk,Referral,0,"739 Main St, Toronto",
TRX-1569,Invalid_Date,B.J. Miller,  space@web.de,592-640-5996,UK,london,Furniture,Product-23,,$155.61,5%,TBD,20.196931354560128,,Credit Card,shipped,-5,M,Ads,N,"218 Main St, london",
